instanceid,courseId,gradingRule
DTEK1049_2018,DTEK1049,"{DEF harja[0..6]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",DEF harjd[0..5]: ""Harjoitustehtävä d"",DEF harje[0..7]: ""Harjoitustehtävä e"",DEF harjf[0..8]: ""Harjoitustehtävä f"",pisteet = harja+harjb+harjc+harjd+harje+harjf+0, arvosana = IF pisteet < 19 THEN 0 ELSE 5 }"
DTEK1049_2019,DTEK1049,"{DEF harjaa[0..2]: ""viikkoharjoitukset a1-2"",DEF harjab[0..2]: ""viikkoharjoitukset a3-4"",DEF harjac[0..2]: ""viikkoharjoitukset a5-6"",DEF harjb[0..8]: ""käytettävyysharjoitus"",DEF harjc[0..8]: ""selvitystyö"",DEF harjd[0..6]: ""ohjelmointiharjoitus"",pisteet = harjaa+harjab+harjac+harjb+harjc+harjd,arvosana = IF pisteet < 14 THEN 0 ELSE IF pisteet < 17 THEN 1 ELSE IF pisteet < 20 THEN 2 ELSE IF pisteet < 23 THEN 3 ELSE IF pisteet < 26 THEN 4 ELSE 5}"
DTEK1050_2015,DTEK1050,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",DEF harjd[0..6]: ""Harjoitustehtävä d"",DEF harje[0..7]: ""Harjoitustehtävä e"",DEF harjf[0..5]: ""Harjoitustehtävä f"",DEF harjg[0..8]: ""Harjoitustehtävä g"",DEF harjh[0..6]: ""Harjoitustehtävä h"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+0, arvosana = IF pisteet < 26 THEN 0 ELSE 5 }"
DTEK1050_2016,DTEK1050,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..7]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",pisteet = harja+harjb+harjc+harjd+0, arvosana = IF pisteet < 15 THEN 0 ELSE 5 }"
DTEK1050_2017,DTEK1050,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..8]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",DEF harje[0..8]: ""Harjoitustehtävä e"",DEF harjf[0..5]: ""Harjoitustehtävä f"",DEF harjg[0..8]: ""Harjoitustehtävä g"",DEF harjh[0..5]: ""Harjoitustehtävä h"",DEF harji[0..8]: ""Harjoitustehtävä i"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+harji+0, arvosana = IF pisteet < 33 THEN 0 ELSE 5 }"
DTEK1050_2018,DTEK1050,"{DEF harja[0..6]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..7]: ""Harjoitustehtävä f"",pisteet = harja+harjb+harjc+harjd+harje+harjf+0, arvosana = IF pisteet < 20 THEN 0 ELSE 5 }"
DTEK1050_2019,DTEK1050,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 8 THEN 0 ELSE 5 }"
DTEK1051_2015,DTEK1051,"{DEF harja[0..9]: ""Harjoitustehtävä a"",pisteet = harja+0, arvosana = IF pisteet < 4 THEN 0 ELSE 5 }"
DTEK1051_2016,DTEK1051,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",DEF harje[0..8]: ""Harjoitustehtävä e"",pisteet = harja+harjb+harjc+harjd+harje+0, arvosana = IF pisteet < 17 THEN 0 ELSE 5 }"
DTEK1051_2017,DTEK1051,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..8]: ""Harjoitustehtävä d"",DEF harje[0..5]: ""Harjoitustehtävä e"",DEF harjf[0..5]: ""Harjoitustehtävä f"",DEF harjg[0..6]: ""Harjoitustehtävä g"",DEF harjh[0..6]: ""Harjoitustehtävä h"",DEF harji[0..6]: ""Harjoitustehtävä i"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+harji+0, arvosana = IF pisteet < 27 THEN 0 ELSE 5 }"
DTEK1051_2018,DTEK1051,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..7]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",DEF harje[0..5]: ""Harjoitustehtävä e"",DEF harjf[0..5]: ""Harjoitustehtävä f"",DEF harjg[0..5]: ""Harjoitustehtävä g"",DEF harjh[0..5]: ""Harjoitustehtävä h"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+0, arvosana = IF pisteet < 25 THEN 0 ELSE 5 }"
DTEK1051_2019,DTEK1051,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..6]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..5]: ""Harjoitustehtävä d"",pisteet = harja+harjb+harjc+harjd+0, arvosana = IF pisteet < 13 THEN 0 ELSE 5 }"
DTEK1057_2015,DTEK1057,"{DEF harja[0..7]: ""Harjoitustehtävä a"",pisteet = harja+0, arvosana = IF pisteet < 3 THEN 0 ELSE 5 }"
DTEK1057_2016,DTEK1057,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..8]: ""Harjoitustehtävä c"",pisteet = harja+harjb+harjc+0, arvosana = IF pisteet < 13 THEN 0 ELSE 5 }"
DTEK1057_2017,DTEK1057,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..6]: ""Harjoitustehtävä b"",DEF harjc[0..9]: ""Harjoitustehtävä c"",DEF harjd[0..5]: ""Harjoitustehtävä d"",DEF harje[0..5]: ""Harjoitustehtävä e"",pisteet = harja+harjb+harjc+harjd+harje+0, arvosana = IF pisteet < 17 THEN 0 ELSE 5 }"
DTEK1057_2018,DTEK1057,"{DEF harja[0..6]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..7]: ""Harjoitustehtävä c"",DEF harjd[0..8]: ""Harjoitustehtävä d"",DEF harje[0..7]: ""Harjoitustehtävä e"",DEF harjf[0..8]: ""Harjoitustehtävä f"",DEF harjg[0..5]: ""Harjoitustehtävä g"",DEF harjh[0..5]: ""Harjoitustehtävä h"",DEF harji[0..5]: ""Harjoitustehtävä i"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+harji+0, arvosana = IF pisteet < 28 THEN 0 ELSE 5 }"
DTEK1057_2019,DTEK1057,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..8]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..6]: ""Harjoitustehtävä f"",DEF harjg[0..5]: ""Harjoitustehtävä g"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+0, arvosana = IF pisteet < 24 THEN 0 ELSE 5 }"
DTEK1064_2015,DTEK1064,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",DEF harjd[0..7]: ""Harjoitustehtävä d"",DEF harje[0..5]: ""Harjoitustehtävä e"",DEF harjf[0..5]: ""Harjoitustehtävä f"",DEF harjg[0..7]: ""Harjoitustehtävä g"",DEF harjh[0..7]: ""Harjoitustehtävä h"",DEF harji[0..8]: ""Harjoitustehtävä i"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+harji+0, arvosana = IF pisteet < 30 THEN 0 ELSE 5 }"
DTEK1064_2016,DTEK1064,"{DEF harja[0..6]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 7 THEN 0 ELSE 5 }"
DTEK1064_2017,DTEK1064,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..9]: ""Harjoitustehtävä c"",DEF harjd[0..8]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..7]: ""Harjoitustehtävä f"",pisteet = harja+harjb+harjc+harjd+harje+harjf+0, arvosana = IF pisteet < 23 THEN 0 ELSE 5 }"
DTEK1064_2018,DTEK1064,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..6]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 7 THEN 0 ELSE 5 }"
DTEK1064_2019,DTEK1064,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",DEF harjc[0..9]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",pisteet = harja+harjb+harjc+harjd+0, arvosana = IF pisteet < 15 THEN 0 ELSE 5 }"
DTEK1066_2015,DTEK1066,"{DEF harja[0..6]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..7]: ""Harjoitustehtävä c"",DEF harjd[0..8]: ""Harjoitustehtävä d"",DEF harje[0..7]: ""Harjoitustehtävä e"",pisteet = harja+harjb+harjc+harjd+harje+0, arvosana = IF pisteet < 18 THEN 0 ELSE 5 }"
DTEK1066_2016,DTEK1066,"{DEF harja[0..6]: ""Harjoitustehtävä a"",pisteet = harja+0, arvosana = IF pisteet < 3 THEN 0 ELSE 5 }"
DTEK1066_2017,DTEK1066,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..6]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..7]: ""Harjoitustehtävä d"",DEF harje[0..5]: ""Harjoitustehtävä e"",DEF harjf[0..8]: ""Harjoitustehtävä f"",DEF harjg[0..9]: ""Harjoitustehtävä g"",DEF harjh[0..8]: ""Harjoitustehtävä h"",DEF harji[0..9]: ""Harjoitustehtävä i"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+harji+0, arvosana = IF pisteet < 32 THEN 0 ELSE 5 }"
DTEK1066_2018,DTEK1066,"{DEF harja[0..9]: ""Harjoitustehtävä a"",pisteet = harja+0, arvosana = IF pisteet < 4 THEN 0 ELSE 5 }"
DTEK1066_2019,DTEK1066,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",DEF harjc[0..7]: ""Harjoitustehtävä c"",DEF harjd[0..5]: ""Harjoitustehtävä d"",DEF harje[0..7]: ""Harjoitustehtävä e"",DEF harjf[0..5]: ""Harjoitustehtävä f"",DEF harjg[0..8]: ""Harjoitustehtävä g"",DEF harjh[0..7]: ""Harjoitustehtävä h"",DEF harji[0..8]: ""Harjoitustehtävä i"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+harji+0, arvosana = IF pisteet < 31 THEN 0 ELSE 5 }"
DTEK1067_2015,DTEK1067,"{DEF harja[0..7]: ""Harjoitustehtävä a"",pisteet = harja+0, arvosana = IF pisteet < 3 THEN 0 ELSE 5 }"
DTEK1067_2016,DTEK1067,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..7]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",DEF harje[0..7]: ""Harjoitustehtävä e"",DEF harjf[0..8]: ""Harjoitustehtävä f"",DEF harjg[0..7]: ""Harjoitustehtävä g"",DEF harjh[0..8]: ""Harjoitustehtävä h"",DEF harji[0..8]: ""Harjoitustehtävä i"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+harji+0, arvosana = IF pisteet < 34 THEN 0 ELSE 5 }"
DTEK1067_2017,DTEK1067,"{DEF harja[0..6]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..8]: ""Harjoitustehtävä c"",DEF harjd[0..6]: ""Harjoitustehtävä d"",DEF harje[0..9]: ""Harjoitustehtävä e"",DEF harjf[0..9]: ""Harjoitustehtävä f"",DEF harjg[0..8]: ""Harjoitustehtävä g"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+0, arvosana = IF pisteet < 25 THEN 0 ELSE 5 }"
DTEK1067_2018,DTEK1067,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 7 THEN 0 ELSE 5 }"
DTEK1067_2019,DTEK1067,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",DEF harjc[0..8]: ""Harjoitustehtävä c"",DEF harjd[0..7]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..6]: ""Harjoitustehtävä f"",DEF harjg[0..8]: ""Harjoitustehtävä g"",DEF harjh[0..6]: ""Harjoitustehtävä h"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+0, arvosana = IF pisteet < 27 THEN 0 ELSE 5 }"
DTEK1068_2015,DTEK1068,"{DEF harja[0..7]: ""Harjoitustehtävä a"",pisteet = harja+0, arvosana = IF pisteet < 3 THEN 0 ELSE 5 }"
DTEK1068_2016,DTEK1068,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 6 THEN 0 ELSE 5 }"
DTEK1068_2017,DTEK1068,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",pisteet = harja+harjb+harjc+0, arvosana = IF pisteet < 11 THEN 0 ELSE 5 }"
DTEK1068_2018,DTEK1068,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",DEF harjd[0..6]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..7]: ""Harjoitustehtävä f"",DEF harjg[0..9]: ""Harjoitustehtävä g"",DEF harjh[0..9]: ""Harjoitustehtävä h"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+0, arvosana = IF pisteet < 27 THEN 0 ELSE 5 }"
DTEK1068_2019,DTEK1068,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..8]: ""Harjoitustehtävä c"",DEF harjd[0..8]: ""Harjoitustehtävä d"",DEF harje[0..8]: ""Harjoitustehtävä e"",DEF harjf[0..7]: ""Harjoitustehtävä f"",DEF harjg[0..9]: ""Harjoitustehtävä g"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+0, arvosana = IF pisteet < 27 THEN 0 ELSE 5 }"
DTEK1069_2015,DTEK1069,"{DEF harja[0..6]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..7]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..6]: ""Harjoitustehtävä f"",DEF harjg[0..5]: ""Harjoitustehtävä g"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+0, arvosana = IF pisteet < 23 THEN 0 ELSE 5 }"
DTEK1069_2016,DTEK1069,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 5 THEN 0 ELSE 5 }"
DTEK1069_2017,DTEK1069,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 7 THEN 0 ELSE 5 }"
DTEK1069_2018,DTEK1069,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..8]: ""Harjoitustehtävä c"",DEF harjd[0..6]: ""Harjoitustehtävä d"",DEF harje[0..5]: ""Harjoitustehtävä e"",DEF harjf[0..6]: ""Harjoitustehtävä f"",DEF harjg[0..8]: ""Harjoitustehtävä g"",DEF harjh[0..8]: ""Harjoitustehtävä h"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+0, arvosana = IF pisteet < 28 THEN 0 ELSE 5 }"
DTEK1069_2019,DTEK1069,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 6 THEN 0 ELSE 5 }"
DTEK1070_2015,DTEK1070,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..6]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..6]: ""Harjoitustehtävä f"",pisteet = harja+harjb+harjc+harjd+harje+harjf+0, arvosana = IF pisteet < 19 THEN 0 ELSE 5 }"
DTEK1070_2016,DTEK1070,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..6]: ""Harjoitustehtävä b"",DEF harjc[0..7]: ""Harjoitustehtävä c"",DEF harjd[0..7]: ""Harjoitustehtävä d"",pisteet = harja+harjb+harjc+harjd+0, arvosana = IF pisteet < 13 THEN 0 ELSE 5 }"
DTEK1070_2017,DTEK1070,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 7 THEN 0 ELSE 5 }"
DTEK1070_2018,DTEK1070,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",DEF harjc[0..8]: ""Harjoitustehtävä c"",DEF harjd[0..6]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..7]: ""Harjoitustehtävä f"",DEF harjg[0..8]: ""Harjoitustehtävä g"",DEF harjh[0..9]: ""Harjoitustehtävä h"",DEF harji[0..5]: ""Harjoitustehtävä i"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+harji+0, arvosana = IF pisteet < 32 THEN 0 ELSE 5 }"
DTEK1070_2019,DTEK1070,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..6]: ""Harjoitustehtävä d"",DEF harje[0..9]: ""Harjoitustehtävä e"",DEF harjf[0..8]: ""Harjoitustehtävä f"",DEF harjg[0..6]: ""Harjoitustehtävä g"",DEF harjh[0..6]: ""Harjoitustehtävä h"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+0, arvosana = IF pisteet < 27 THEN 0 ELSE 5 }"
DTEK1075_2015,DTEK1075,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 7 THEN 0 ELSE 5 }"
DTEK1075_2016,DTEK1075,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..6]: ""Harjoitustehtävä d"",DEF harje[0..5]: ""Harjoitustehtävä e"",DEF harjf[0..9]: ""Harjoitustehtävä f"",DEF harjg[0..9]: ""Harjoitustehtävä g"",DEF harjh[0..8]: ""Harjoitustehtävä h"",DEF harji[0..5]: ""Harjoitustehtävä i"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+harji+0, arvosana = IF pisteet < 31 THEN 0 ELSE 5 }"
DTEK1075_2017,DTEK1075,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",DEF harjd[0..5]: ""Harjoitustehtävä d"",pisteet = harja+harjb+harjc+harjd+0, arvosana = IF pisteet < 12 THEN 0 ELSE 5 }"
DTEK1075_2018,DTEK1075,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 7 THEN 0 ELSE 5 }"
DTEK1075_2019,DTEK1075,"{DEF harja[0..5]: ""Harjoitustehtävä a"",pisteet = harja+0, arvosana = IF pisteet < 2 THEN 0 ELSE 5 }"
DTEK1076_2015,DTEK1076,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..5]: ""Harjoitustehtävä d"",DEF harje[0..5]: ""Harjoitustehtävä e"",pisteet = harja+harjb+harjc+harjd+harje+0, arvosana = IF pisteet < 15 THEN 0 ELSE 5 }"
DTEK1076_2016,DTEK1076,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..9]: ""Harjoitustehtävä c"",DEF harjd[0..6]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",pisteet = harja+harjb+harjc+harjd+harje+0, arvosana = IF pisteet < 18 THEN 0 ELSE 5 }"
DTEK1076_2017,DTEK1076,"{DEF harja[0..5]: ""Harjoitustehtävä a"",pisteet = harja+0, arvosana = IF pisteet < 2 THEN 0 ELSE 5 }"
DTEK1076_2018,DTEK1076,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..6]: ""Harjoitustehtävä b"",DEF harjc[0..8]: ""Harjoitustehtävä c"",DEF harjd[0..6]: ""Harjoitustehtävä d"",DEF harje[0..7]: ""Harjoitustehtävä e"",pisteet = harja+harjb+harjc+harjd+harje+0, arvosana = IF pisteet < 16 THEN 0 ELSE 5 }"
DTEK1076_2019,DTEK1076,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..8]: ""Harjoitustehtävä c"",DEF harjd[0..7]: ""Harjoitustehtävä d"",DEF harje[0..6]: ""Harjoitustehtävä e"",DEF harjf[0..5]: ""Harjoitustehtävä f"",DEF harjg[0..6]: ""Harjoitustehtävä g"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+0, arvosana = IF pisteet < 23 THEN 0 ELSE 5 }"
DTEK1201_2015,DTEK1201,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..8]: ""Harjoitustehtävä b"",DEF harjc[0..8]: ""Harjoitustehtävä c"",DEF harjd[0..6]: ""Harjoitustehtävä d"",DEF harje[0..5]: ""Harjoitustehtävä e"",DEF harjf[0..9]: ""Harjoitustehtävä f"",DEF harjg[0..5]: ""Harjoitustehtävä g"",DEF harjh[0..6]: ""Harjoitustehtävä h"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+0, arvosana = IF pisteet < 27 THEN 0 ELSE 5 }"
DTEK1201_2016,DTEK1201,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..5]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..7]: ""Harjoitustehtävä d"",DEF harje[0..7]: ""Harjoitustehtävä e"",DEF harjf[0..8]: ""Harjoitustehtävä f"",DEF harjg[0..6]: ""Harjoitustehtävä g"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+0, arvosana = IF pisteet < 23 THEN 0 ELSE 5 }"
DTEK1201_2017,DTEK1201,"{DEF harja[0..9]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 9 THEN 0 ELSE 5 }"
DTEK1201_2018,DTEK1201,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",DEF harjc[0..7]: ""Harjoitustehtävä c"",DEF harjd[0..7]: ""Harjoitustehtävä d"",DEF harje[0..5]: ""Harjoitustehtävä e"",DEF harjf[0..6]: ""Harjoitustehtävä f"",DEF harjg[0..9]: ""Harjoitustehtävä g"",DEF harjh[0..5]: ""Harjoitustehtävä h"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+0, arvosana = IF pisteet < 26 THEN 0 ELSE 5 }"
DTEK1201_2019,DTEK1201,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..6]: ""Harjoitustehtävä c"",DEF harjd[0..5]: ""Harjoitustehtävä d"",DEF harje[0..9]: ""Harjoitustehtävä e"",DEF harjf[0..7]: ""Harjoitustehtävä f"",DEF harjg[0..8]: ""Harjoitustehtävä g"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+0, arvosana = IF pisteet < 25 THEN 0 ELSE 5 }"
DTEK1203_2015,DTEK1203,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..6]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 7 THEN 0 ELSE 5 }"
DTEK1203_2016,DTEK1203,"{DEF harja[0..8]: ""Harjoitustehtävä a"",DEF harjb[0..7]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 7 THEN 0 ELSE 5 }"
DTEK1203_2017,DTEK1203,"{DEF harja[0..7]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",DEF harjc[0..5]: ""Harjoitustehtävä c"",DEF harjd[0..9]: ""Harjoitustehtävä d"",DEF harje[0..8]: ""Harjoitustehtävä e"",DEF harjf[0..5]: ""Harjoitustehtävä f"",DEF harjg[0..8]: ""Harjoitustehtävä g"",DEF harjh[0..6]: ""Harjoitustehtävä h"",DEF harji[0..5]: ""Harjoitustehtävä i"",pisteet = harja+harjb+harjc+harjd+harje+harjf+harjg+harjh+harji+0, arvosana = IF pisteet < 31 THEN 0 ELSE 5 }"
DTEK1203_2018,DTEK1203,"{DEF harja[0..5]: ""Harjoitustehtävä a"",DEF harjb[0..9]: ""Harjoitustehtävä b"",pisteet = harja+harjb+0, arvosana = IF pisteet < 7 THEN 0 ELSE 5 }"
